Latitude,Longitude,Sim_10000,Sim_1000,Sim_100
-58,-27,NA,NA,NA
-58,-25,NA,NA,NA
-58,-23,NA,NA,NA
-58,-21,NA,NA,NA
-58,-19,NA,NA,NA
-58,-17,NA,NA,NA
-58,-15,NA,NA,NA
-58,-13,NA,NA,NA
-58,-11,NA,NA,NA
-58,-9,NA,NA,NA
-58,-7,NA,NA,NA
-58,-5,NA,NA,NA
-58,-3,NA,NA,NA
-58,-1,NA,NA,NA
-58,1,NA,NA,NA
-58,3,NA,NA,NA
-58,5,NA,NA,NA
-58,7,NA,NA,NA
-58,9,NA,NA,NA
-58,11,NA,NA,NA
-58,13,NA,NA,NA
-58,15,NA,NA,NA
-58,17,NA,NA,NA
-58,19,NA,NA,NA
-58,21,NA,NA,NA
-58,23,NA,NA,NA
-58,25,NA,NA,NA
-58,27,NA,NA,NA
-58,29,NA,NA,NA
-58,31,NA,NA,NA
-58,33,NA,NA,NA
-58,35,NA,NA,NA
-58,37,NA,NA,NA
-58,39,NA,NA,NA
-58,41,NA,NA,NA
-58,43,NA,NA,NA
-58,45,NA,NA,NA
-58,47,NA,NA,NA
-58,49,NA,NA,NA
-58,51,NA,NA,NA
-58,53,NA,NA,NA
-58,55,NA,NA,NA
-58,57,NA,NA,NA
-58,59,NA,NA,NA
-58,61,NA,NA,NA
-58,63,NA,NA,NA
-58,65,NA,NA,NA
-58,67,NA,NA,NA
-58,69,NA,NA,NA
-58,71,NA,NA,NA
-58,73,NA,NA,NA
-58,75,NA,NA,NA
-58,77,NA,NA,NA
-58,79,NA,NA,NA
-58,81,NA,NA,NA
-58,83,NA,NA,NA
-58,85,NA,NA,NA
-58,87,NA,NA,NA
-58,89,NA,NA,NA
-58,91,NA,NA,NA
-58,93,NA,NA,NA
-58,95,NA,NA,NA
-58,97,NA,NA,NA
-58,99,NA,NA,NA
-58,101,NA,NA,NA
-58,103,NA,NA,NA
-58,105,NA,NA,NA
-58,107,NA,NA,NA
-58,109,NA,NA,NA
-58,111,NA,NA,NA
-58,113,NA,NA,NA
-58,115,NA,NA,NA
-58,117,NA,NA,NA
-58,119,NA,NA,NA
-58,121,NA,NA,NA
-58,123,NA,NA,NA
-58,125,NA,NA,NA
-58,127,NA,NA,NA
-58,129,NA,NA,NA
-58,131,NA,NA,NA
-58,133,NA,NA,NA
-58,135,NA,NA,NA
-58,137,NA,NA,NA
-58,139,NA,NA,NA
-58,141,NA,NA,NA
-58,143,NA,NA,NA
-58,145,NA,NA,NA
-58,147,NA,NA,NA
-58,149,NA,NA,NA
-58,151,NA,NA,NA
-58,153,NA,NA,NA
-58,155,NA,NA,NA
-58,157,NA,NA,NA
-58,159,NA,NA,NA
-58,161,NA,NA,NA
-58,163,NA,NA,NA
-58,165,NA,NA,NA
-58,167,NA,NA,NA
-58,169,NA,NA,NA
-58,171,NA,NA,NA
-58,173,NA,NA,NA
-58,175,NA,NA,NA
-58,177,NA,NA,NA
-58,179,NA,NA,NA
-56,-179,NA,NA,NA
-56,-177,NA,NA,NA
-56,-175,NA,NA,NA
-56,-173,NA,NA,NA
-56,-171,NA,NA,NA
-56,-169,NA,NA,NA
-56,-167,NA,NA,NA
-56,-165,NA,NA,NA
-56,-163,NA,NA,NA
-56,-161,NA,NA,NA
-56,-159,NA,NA,NA
-56,-157,NA,NA,NA
-56,-155,NA,NA,NA
-56,-153,NA,NA,NA
-56,-151,NA,NA,NA
-56,-149,NA,NA,NA
-56,-147,NA,NA,NA
-56,-145,NA,NA,NA
-56,-143,NA,NA,NA
-56,-141,NA,NA,NA
-56,-139,NA,NA,NA
-56,-137,NA,NA,NA
-56,-135,NA,NA,NA
-56,-133,NA,NA,NA
-56,-131,NA,NA,NA
-56,-129,NA,NA,NA
-56,-127,NA,NA,NA
-56,-125,NA,NA,NA
-56,-123,NA,NA,NA
-56,-121,NA,NA,NA
-56,-119,NA,NA,NA
-56,-117,NA,NA,NA
-56,-115,NA,NA,NA
-56,-113,NA,NA,NA
-56,-111,NA,NA,NA
-56,-109,NA,NA,NA
-56,-107,NA,NA,NA
-56,-105,NA,NA,NA
-56,-103,NA,NA,NA
-56,-101,NA,NA,NA
-56,-99,NA,NA,NA
-56,-97,NA,NA,NA
-56,-95,NA,NA,NA
-56,-93,NA,NA,NA
-56,-91,NA,NA,NA
-56,-89,NA,NA,NA
-56,-87,NA,NA,NA
-56,-85,NA,NA,NA
-56,-83,NA,NA,NA
-56,-81,NA,NA,NA
-56,-79,NA,NA,NA
-56,-77,NA,NA,NA
-56,-75,NA,NA,NA
-56,-73,NA,NA,NA
-56,-71,NA,NA,NA
-56,-69,NA,NA,NA
-56,-67,NA,NA,NA
-56,-65,NA,NA,NA
-56,-63,NA,NA,NA
-56,-61,NA,NA,NA
-56,-59,NA,NA,NA
-56,-57,NA,NA,NA
-56,-55,NA,NA,NA
-56,-53,NA,NA,NA
-56,-51,NA,NA,NA
-56,-49,NA,NA,NA
-56,-47,NA,NA,NA
-56,-45,NA,NA,NA
-56,-43,NA,NA,NA
-56,-41,NA,NA,NA
-56,-39,NA,NA,NA
-56,-37,NA,NA,NA
-56,-35,NA,NA,NA
-56,-33,NA,NA,NA
-56,-31,NA,NA,NA
-56,-29,NA,NA,NA
-56,-27,NA,NA,NA
-56,-25,NA,NA,NA
-56,-23,NA,NA,NA
-56,-21,NA,NA,NA
-56,-19,NA,NA,NA
-56,-17,NA,NA,NA
-56,-15,NA,NA,NA
-56,-13,NA,NA,NA
-56,-11,NA,NA,NA
-56,-9,NA,NA,NA
-56,-7,NA,NA,NA
-56,-5,NA,NA,NA
-56,-3,NA,NA,NA
-56,-1,NA,NA,NA
-56,1,NA,NA,NA
-56,3,NA,NA,NA
-56,5,NA,NA,NA
-56,7,NA,NA,NA
-56,9,NA,NA,NA
-56,11,NA,NA,NA
-56,13,NA,NA,NA
-56,15,NA,NA,NA
-56,17,NA,NA,NA
-56,19,NA,NA,NA
-56,21,NA,NA,NA
-56,23,NA,NA,NA
-56,25,NA,NA,NA
-56,27,NA,NA,NA
-56,29,NA,NA,NA
-56,31,NA,NA,NA
-56,33,NA,NA,NA
-56,35,NA,NA,NA
-56,37,NA,NA,NA
-56,39,NA,NA,NA
-56,41,NA,NA,NA
-56,43,NA,NA,NA
-56,45,NA,NA,NA
-56,47,NA,NA,NA
-56,49,NA,NA,NA
-56,51,NA,NA,NA
-56,53,NA,NA,NA
-56,55,NA,NA,NA
-56,57,NA,NA,NA
-56,59,NA,NA,NA
-56,61,NA,NA,NA
-56,63,NA,NA,NA
-56,65,NA,NA,NA
-56,67,NA,NA,NA
-56,69,NA,NA,NA
-56,71,NA,NA,NA
-56,73,NA,NA,NA
-56,75,NA,NA,NA
-56,77,NA,NA,NA
-56,79,NA,NA,NA
-56,81,NA,NA,NA
-56,83,NA,NA,NA
-56,85,NA,NA,NA
-56,87,NA,NA,NA
-56,89,NA,NA,NA
-56,91,NA,NA,NA
-56,93,NA,NA,NA
-56,95,NA,NA,NA
-56,97,NA,NA,NA
-56,99,NA,NA,NA
-56,101,NA,NA,NA
-56,103,NA,NA,NA
-56,105,NA,NA,NA
-56,107,NA,NA,NA
-56,109,NA,NA,NA
-56,111,NA,NA,NA
-56,113,NA,NA,NA
-56,115,NA,NA,NA
-56,117,NA,NA,NA
-56,119,NA,NA,NA
-56,121,NA,NA,NA
-56,123,NA,NA,NA
-56,125,NA,NA,NA
-56,127,NA,NA,NA
-56,129,NA,NA,NA
-56,131,NA,NA,NA
-56,133,NA,NA,NA
-56,135,NA,NA,NA
-56,137,NA,NA,NA
-56,139,NA,NA,NA
-56,141,NA,NA,NA
-56,143,NA,NA,NA
-56,145,NA,NA,NA
-56,147,NA,NA,NA
-56,149,NA,NA,NA
-56,151,NA,NA,NA
-56,153,NA,NA,NA
-56,155,NA,NA,NA
-56,157,NA,NA,NA
-56,159,NA,NA,NA
-56,161,NA,NA,NA
-56,163,NA,NA,NA
-56,165,NA,NA,NA
-56,167,NA,NA,NA
-56,169,NA,NA,NA
-56,171,NA,NA,NA
-56,173,NA,NA,NA
-56,175,NA,NA,NA
-56,177,NA,NA,NA
-56,179,NA,NA,NA
-54,-179,NA,NA,NA
-54,-177,NA,NA,NA
-54,-175,NA,NA,NA
-54,-173,NA,NA,NA
-54,-171,NA,NA,NA
-54,-169,NA,NA,NA
-54,-167,NA,NA,NA
-54,-165,NA,NA,NA
-54,-163,NA,NA,NA
-54,-161,NA,NA,NA
-54,-159,NA,NA,NA
-54,-157,NA,NA,NA
-54,-155,NA,NA,NA
-54,-153,NA,NA,NA
-54,-151,NA,NA,NA
-54,-149,NA,NA,NA
-54,-147,NA,NA,NA
-54,-145,NA,NA,NA
-54,-143,NA,NA,NA
-54,-141,NA,NA,NA
-54,-139,NA,NA,NA
-54,-137,NA,NA,NA
-54,-135,NA,NA,NA
-54,-133,NA,NA,NA
-54,-131,NA,NA,NA
-54,-129,NA,NA,NA
-54,-127,NA,NA,NA
-54,-125,NA,NA,NA
-54,-123,NA,NA,NA
-54,-121,NA,NA,NA
-54,-119,NA,NA,NA
-54,-117,NA,NA,NA
-54,-115,NA,NA,NA
-54,-113,NA,NA,NA
-54,-111,NA,NA,NA
-54,-109,NA,NA,NA
-54,-107,NA,NA,NA
-54,-105,NA,NA,NA
-54,-103,NA,NA,NA
-54,-101,NA,NA,NA
-54,-99,NA,NA,NA
-54,-97,NA,NA,NA
-54,-95,NA,NA,NA
-54,-93,NA,NA,NA
-54,-91,NA,NA,NA
-54,-89,NA,NA,NA
-54,-87,NA,NA,NA
-54,-85,NA,NA,NA
-54,-83,NA,NA,NA
-54,-81,NA,NA,NA
-54,-79,NA,NA,NA
-54,-77,NA,NA,NA
-54,-75,NA,NA,NA
-54,-73,1499492.996,1551490.036,1962140.041
